epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,9641.84,0.18811,0.7678,1.14798,0.73815,0.62462,0.69918,0.44341,0.16296,0.60828,1.10037,0.0065548,0.0065548,0.0065548
176,9695.86,0.18846,0.76105,1.14316,0.75487,0.62261,0.69751,0.43954,0.16242,0.6061,1.09881,0.006535,0.006535,0.006535
177,9750.67,0.18764,0.75484,1.14063,0.75614,0.62038,0.69895,0.43685,0.16202,0.60435,1.09694,0.0065152,0.0065152,0.0065152
178,9805.63,0.18603,0.75197,1.13787,0.76069,0.61375,0.70346,0.44079,0.16154,0.60068,1.09496,0.0064954,0.0064954,0.0064954
179,9859.91,0.18715,0.75267,1.14168,0.75182,0.61122,0.69838,0.44283,0.16103,0.59546,1.09276,0.0064756,0.0064756,0.0064756
180,9917.69,0.18824,0.75417,1.13771,0.71677,0.63902,0.69861,0.4475,0.16062,0.59457,1.09156,0.0064558,0.0064558,0.0064558
181,9972.75,0.18747,0.74922,1.13509,0.72264,0.64784,0.70081,0.45064,0.16033,0.59393,1.09077,0.006436,0.006436,0.006436
182,10027.9,0.18638,0.74193,1.13952,0.75455,0.60229,0.69873,0.45089,0.16017,0.59163,1.08951,0.0064162,0.0064162,0.0064162
183,10083.3,0.18513,0.74654,1.12932,0.73297,0.6383,0.69927,0.44711,0.15985,0.58891,1.08856,0.0063964,0.0063964,0.0063964
184,10138.1,0.18563,0.74486,1.14114,0.74908,0.6174,0.69582,0.44935,0.15965,0.588,1.08742,0.0063766,0.0063766,0.0063766
185,10190.2,0.18601,0.74467,1.14294,0.74517,0.63802,0.70723,0.45792,0.1594,0.58673,1.08616,0.0063568,0.0063568,0.0063568
186,10244.1,0.18509,0.74294,1.13942,0.77238,0.61833,0.71067,0.45928,0.15884,0.58361,1.08387,0.006337,0.006337,0.006337
187,10298.5,0.1843,0.73046,1.13103,0.72797,0.6615,0.71348,0.45496,0.15847,0.58284,1.08279,0.0063172,0.0063172,0.0063172
188,10354.2,0.18416,0.7326,1.12775,0.74828,0.65154,0.71693,0.46007,0.15824,0.58059,1.08144,0.0062974,0.0062974,0.0062974
189,10409.4,0.18302,0.72848,1.12502,0.72546,0.655,0.72237,0.46285,0.15754,0.5783,1.07853,0.0062776,0.0062776,0.0062776
190,10463.6,0.18381,0.73371,1.12671,0.72167,0.66105,0.72086,0.4629,0.15729,0.57619,1.07766,0.0062578,0.0062578,0.0062578
191,10525.3,0.18482,0.73546,1.133,0.7321,0.6605,0.72127,0.46423,0.15692,0.57397,1.07601,0.006238,0.006238,0.006238
192,10581.9,0.18412,0.72868,1.12992,0.73901,0.67236,0.7249,0.46704,0.15673,0.57242,1.07503,0.0062182,0.0062182,0.0062182
193,10659.1,0.18287,0.7258,1.12576,0.7527,0.6716,0.72255,0.46825,0.15619,0.57093,1.07351,0.0061984,0.0061984,0.0061984
194,10717.8,0.18299,0.73112,1.13053,0.769,0.66753,0.72404,0.47637,0.15576,0.56997,1.072,0.0061786,0.0061786,0.0061786
195,10774.4,0.1825,0.72314,1.12232,0.77071,0.6685,0.72688,0.47479,0.15513,0.5677,1.06969,0.0061588,0.0061588,0.0061588
196,10832.2,0.18316,0.72827,1.12411,0.76498,0.65838,0.72374,0.47253,0.15471,0.56518,1.06822,0.006139,0.006139,0.006139
197,10887.1,0.18197,0.71667,1.12146,0.74279,0.67161,0.71907,0.4734,0.15423,0.56242,1.06646,0.0061192,0.0061192,0.0061192
198,10941.9,0.18274,0.72472,1.12613,0.74014,0.66456,0.72156,0.46907,0.15405,0.56143,1.06553,0.0060994,0.0060994,0.0060994
199,10997.3,0.18232,0.72016,1.12586,0.73382,0.67177,0.71922,0.46962,0.15365,0.55875,1.06386,0.0060796,0.0060796,0.0060796
200,11052.5,0.18134,0.71787,1.11877,0.75127,0.65522,0.71782,0.46847,0.15334,0.55779,1.06273,0.0060598,0.0060598,0.0060598
201,11110.7,0.18062,0.71137,1.11184,0.7535,0.65981,0.72476,0.47357,0.15289,0.55556,1.06098,0.00604,0.00604,0.00604
202,11167,0.18015,0.70333,1.11491,0.76314,0.65675,0.72644,0.47314,0.15244,0.5533,1.05956,0.0060202,0.0060202,0.0060202
203,11221.9,0.18132,0.71474,1.11826,0.76569,0.65115,0.72593,0.47787,0.15198,0.55133,1.05766,0.0060004,0.0060004,0.0060004
204,11280.1,0.18057,0.70469,1.11717,0.76531,0.65208,0.72262,0.47579,0.15183,0.54912,1.05634,0.0059806,0.0059806,0.0059806
205,11335.1,0.17981,0.70643,1.11203,0.79497,0.63679,0.7243,0.47716,0.15137,0.54762,1.05457,0.0059608,0.0059608,0.0059608
206,11390.8,0.18038,0.70418,1.11472,0.78688,0.65814,0.7306,0.47996,0.15103,0.54626,1.05342,0.005941,0.005941,0.005941
207,11448.8,0.17823,0.6937,1.10526,0.78366,0.66199,0.72997,0.4839,0.1506,0.54437,1.05207,0.0059212,0.0059212,0.0059212
208,11504.9,0.18016,0.70235,1.11306,0.79262,0.65815,0.73427,0.48579,0.1502,0.54308,1.0507,0.0059014,0.0059014,0.0059014
209,11561,0.18019,0.70211,1.11481,0.78323,0.67621,0.73262,0.48872,0.14994,0.54186,1.0494,0.0058816,0.0058816,0.0058816
210,11618.3,0.17914,0.69511,1.11222,0.79319,0.67012,0.73442,0.48835,0.14973,0.54036,1.04816,0.0058618,0.0058618,0.0058618
211,11673,0.17798,0.69057,1.10096,0.77979,0.67452,0.73314,0.48263,0.14941,0.53927,1.04655,0.005842,0.005842,0.005842
212,11726.6,0.17898,0.69855,1.11014,0.78889,0.67572,0.73532,0.48005,0.14918,0.53768,1.04572,0.0058222,0.0058222,0.0058222
213,11782.5,0.17828,0.69589,1.10691,0.79966,0.66801,0.73489,0.48239,0.14876,0.53579,1.04436,0.0058024,0.0058024,0.0058024
214,11836.8,0.17786,0.68886,1.10416,0.72202,0.72315,0.73257,0.47797,0.14832,0.53405,1.04264,0.0057826,0.0057826,0.0057826
215,11891.1,0.1781,0.69274,1.1038,0.7394,0.72356,0.73607,0.47919,0.14787,0.53231,1.04126,0.0057628,0.0057628,0.0057628
216,11945.3,0.17565,0.68065,1.10607,0.73004,0.7266,0.73546,0.47665,0.14771,0.53119,1.0403,0.005743,0.005743,0.005743
217,12000.8,0.17665,0.68417,1.10568,0.7421,0.71947,0.73983,0.48025,0.14755,0.53006,1.03937,0.0057232,0.0057232,0.0057232
218,12057,0.17561,0.67608,1.098,0.73121,0.7212,0.73918,0.48371,0.14717,0.52863,1.03775,0.0057034,0.0057034,0.0057034
219,12113,0.17635,0.68077,1.10368,0.73056,0.72428,0.73996,0.48249,0.14679,0.52618,1.0362,0.0056836,0.0056836,0.0056836
220,12171.4,0.17441,0.673,1.09967,0.76572,0.7135,0.73769,0.48226,0.14642,0.5252,1.03511,0.0056638,0.0056638,0.0056638
221,12226.4,0.17635,0.6786,1.10097,0.7898,0.70468,0.74219,0.48631,0.14604,0.52371,1.03381,0.005644,0.005644,0.005644
222,12282.7,0.17542,0.67333,1.09993,0.79133,0.69511,0.74102,0.48695,0.14579,0.52185,1.03242,0.0056242,0.0056242,0.0056242
223,12337.2,0.17378,0.67052,1.09218,0.7849,0.69815,0.74057,0.494,0.14533,0.52023,1.03091,0.0056044,0.0056044,0.0056044
224,12394.6,0.17446,0.67588,1.09853,0.79183,0.69315,0.74061,0.49643,0.14506,0.51951,1.02987,0.0055846,0.0055846,0.0055846
225,12452,0.17386,0.664,1.09162,0.77308,0.70907,0.73982,0.49534,0.14463,0.51826,1.02831,0.0055648,0.0055648,0.0055648
226,12508.6,0.17431,0.67089,1.09196,0.78524,0.70818,0.74123,0.50342,0.14437,0.51661,1.02714,0.005545,0.005545,0.005545
227,12564.7,0.17421,0.66808,1.09568,0.79255,0.70428,0.74317,0.50656,0.14399,0.51525,1.02586,0.0055252,0.0055252,0.0055252
228,12618.7,0.1736,0.6691,1.09364,0.76188,0.71914,0.74389,0.50306,0.14353,0.51425,1.02437,0.0055054,0.0055054,0.0055054
229,12679.2,0.17584,0.67581,1.09539,0.74429,0.7284,0.74567,0.50344,0.14319,0.51301,1.02318,0.0054856,0.0054856,0.0054856
230,12734.9,0.17368,0.66704,1.09255,0.75498,0.72664,0.747,0.50508,0.14285,0.51161,1.02185,0.0054658,0.0054658,0.0054658
231,12792.4,0.17268,0.65585,1.08152,0.76493,0.72603,0.74556,0.50653,0.14251,0.51013,1.02057,0.005446,0.005446,0.005446
232,12847.5,0.17257,0.65965,1.08849,0.75643,0.72793,0.74732,0.51097,0.1422,0.50907,1.01946,0.0054262,0.0054262,0.0054262
233,12904.4,0.17287,0.65962,1.0875,0.76148,0.72655,0.74535,0.50651,0.14186,0.50733,1.01803,0.0054064,0.0054064,0.0054064
234,12960.2,0.17256,0.65811,1.08973,0.75892,0.72692,0.74889,0.51256,0.1415,0.50583,1.01672,0.0053866,0.0053866,0.0053866
235,13016.9,0.17229,0.65826,1.08472,0.76561,0.7271,0.75202,0.51225,0.14118,0.50486,1.01552,0.0053668,0.0053668,0.0053668
236,13075.3,0.1712,0.65489,1.08279,0.78224,0.72696,0.75312,0.51541,0.14089,0.50414,1.01441,0.005347,0.005347,0.005347
237,13132.1,0.17246,0.66181,1.08683,0.80055,0.71921,0.75438,0.51565,0.14065,0.50332,1.01323,0.0053272,0.0053272,0.0053272
238,13186,0.1701,0.64707,1.07657,0.80978,0.71101,0.75617,0.51402,0.14035,0.50239,1.01238,0.0053074,0.0053074,0.0053074
239,13241.1,0.17143,0.65233,1.08379,0.78905,0.71042,0.75416,0.51367,0.13995,0.50086,1.011,0.0052876,0.0052876,0.0052876
240,13295.1,0.17015,0.65029,1.08525,0.79169,0.71144,0.75331,0.51591,0.13968,0.4996,1.00984,0.0052678,0.0052678,0.0052678
241,13350.5,0.17114,0.65326,1.08302,0.79463,0.71682,0.75629,0.51946,0.13943,0.49871,1.00891,0.005248,0.005248,0.005248
242,13406,0.16948,0.64352,1.0723,0.79026,0.72011,0.75566,0.51384,0.1391,0.49753,1.00772,0.0052282,0.0052282,0.0052282
243,13462.3,0.17039,0.64391,1.07437,0.79405,0.72368,0.75916,0.51141,0.13885,0.49657,1.0067,0.0052084,0.0052084,0.0052084
244,13518.2,0.16941,0.64334,1.08065,0.78271,0.7281,0.75821,0.51314,0.1385,0.49519,1.00553,0.0051886,0.0051886,0.0051886
245,13574.5,0.16976,0.64717,1.08305,0.78393,0.71503,0.75524,0.50801,0.13817,0.49385,1.00442,0.0051688,0.0051688,0.0051688
246,13631.6,0.16798,0.63796,1.06921,0.7919,0.71545,0.75604,0.50747,0.13784,0.49298,1.00324,0.005149,0.005149,0.005149
247,13690.6,0.16823,0.63913,1.07223,0.78619,0.71768,0.75493,0.5092,0.13756,0.49191,1.00206,0.0051292,0.0051292,0.0051292
248,13747,0.16819,0.64016,1.07286,0.78254,0.73282,0.75839,0.51136,0.1373,0.49097,1.00108,0.0051094,0.0051094,0.0051094
249,13803.3,0.16873,0.63856,1.07499,0.7969,0.72857,0.75789,0.51477,0.13705,0.49004,1.00009,0.0050896,0.0050896,0.0050896
250,13857.7,0.16874,0.63582,1.0717,0.79968,0.72941,0.75964,0.51571,0.13683,0.48916,0.99912,0.0050698,0.0050698,0.0050698
251,13913.7,0.16727,0.63515,1.07093,0.81173,0.72227,0.76094,0.51639,0.13654,0.48799,0.99822,0.00505,0.00505,0.00505
252,13968,0.1685,0.63763,1.07185,0.79658,0.72756,0.75965,0.5171,0.13631,0.48706,0.9974,0.0050302,0.0050302,0.0050302
253,14024.1,0.16829,0.63947,1.07325,0.81847,0.72028,0.76172,0.51992,0.13602,0.48611,0.99638,0.0050104,0.0050104,0.0050104
254,14079.6,0.16618,0.62956,1.06753,0.81441,0.7224,0.76193,0.52098,0.1357,0.48484,0.99523,0.0049906,0.0049906,0.0049906
255,14133.3,0.16636,0.62975,1.06204,0.80921,0.72188,0.76149,0.5246,0.13539,0.48376,0.99409,0.0049708,0.0049708,0.0049708
256,14187.9,0.16683,0.63375,1.06519,0.81219,0.71935,0.76245,0.52553,0.13512,0.48256,0.9932,0.004951,0.004951,0.004951
257,14241.1,0.16515,0.62763,1.06157,0.81105,0.71743,0.7622,0.52879,0.13482,0.48115,0.99199,0.0049312,0.0049312,0.0049312
258,14295,0.16572,0.62188,1.06597,0.81194,0.71714,0.76321,0.53246,0.13454,0.48036,0.99103,0.0049114,0.0049114,0.0049114
259,14350.5,0.16571,0.62477,1.06038,0.81425,0.71675,0.76341,0.53437,0.13424,0.47953,0.99011,0.0048916,0.0048916,0.0048916
260,14404.8,0.16533,0.62615,1.06242,0.80964,0.71781,0.76557,0.53134,0.134,0.47842,0.98915,0.0048718,0.0048718,0.0048718
261,14457,0.16415,0.61969,1.05673,0.81547,0.71812,0.76764,0.53275,0.13366,0.47733,0.988,0.004852,0.004852,0.004852
262,14509.8,0.16551,0.62488,1.06541,0.81362,0.71996,0.76672,0.53481,0.13337,0.47635,0.98704,0.0048322,0.0048322,0.0048322
263,14565,0.1652,0.62653,1.06531,0.815,0.71992,0.76686,0.53325,0.1331,0.47557,0.98615,0.0048124,0.0048124,0.0048124
264,14618.7,0.16495,0.62286,1.05605,0.82217,0.72093,0.76928,0.53627,0.1328,0.4749,0.98531,0.0047926,0.0047926,0.0047926
265,14672.8,0.16457,0.61671,1.05846,0.81231,0.72146,0.76678,0.53545,0.13256,0.47385,0.98444,0.0047728,0.0047728,0.0047728
266,14726.6,0.16354,0.61322,1.05969,0.80978,0.72159,0.76679,0.5376,0.13226,0.47275,0.9834,0.004753,0.004753,0.004753
267,14780.8,0.16528,0.629,1.06664,0.80594,0.72318,0.76772,0.53766,0.13207,0.472,0.98276,0.0047332,0.0047332,0.0047332
268,14834.9,0.16274,0.61459,1.05536,0.80347,0.72517,0.76687,0.53813,0.13184,0.47111,0.98208,0.0047134,0.0047134,0.0047134
269,14886.7,0.16269,0.61114,1.05445,0.8061,0.7241,0.76813,0.53812,0.13157,0.47052,0.98121,0.0046936,0.0046936,0.0046936
270,14939.1,0.163,0.61263,1.05605,0.80543,0.72126,0.76864,0.53715,0.13125,0.46965,0.98026,0.0046738,0.0046738,0.0046738
271,14994.3,0.16381,0.61951,1.05772,0.80393,0.7251,0.76875,0.53561,0.13098,0.46903,0.97942,0.004654,0.004654,0.004654
272,15049.9,0.1627,0.61136,1.05362,0.80308,0.72345,0.76841,0.53836,0.1307,0.46804,0.97848,0.0046342,0.0046342,0.0046342
273,15106.2,0.16298,0.61791,1.06105,0.79976,0.72536,0.76835,0.53461,0.13047,0.46743,0.97771,0.0046144,0.0046144,0.0046144
274,15161.8,0.16287,0.61245,1.05029,0.80796,0.72668,0.76935,0.53586,0.13029,0.46659,0.97694,0.0045946,0.0045946,0.0045946
275,15216.5,0.16151,0.60688,1.05459,0.81622,0.72399,0.76989,0.53496,0.13005,0.46568,0.97608,0.0045748,0.0045748,0.0045748
276,15270.1,0.16307,0.61152,1.05339,0.80616,0.72517,0.76918,0.53623,0.12982,0.46469,0.97523,0.004555,0.004555,0.004555
277,15324.7,0.16156,0.60765,1.04903,0.79507,0.72885,0.76829,0.53934,0.12956,0.46389,0.97437,0.0045352,0.0045352,0.0045352
278,15378.6,0.16159,0.60943,1.05015,0.79817,0.7276,0.76651,0.54047,0.12931,0.46302,0.97351,0.0045154,0.0045154,0.0045154
279,15431.4,0.16244,0.60912,1.05359,0.80408,0.72937,0.76554,0.53816,0.1291,0.46225,0.97271,0.0044956,0.0044956,0.0044956
280,15486.8,0.1607,0.60351,1.04869,0.80703,0.72561,0.76668,0.53893,0.12885,0.46155,0.97198,0.0044758,0.0044758,0.0044758
281,15540.9,0.16007,0.60169,1.04887,0.80753,0.72435,0.7667,0.54164,0.12863,0.46064,0.9712,0.004456,0.004456,0.004456
282,15597.5,0.16044,0.60478,1.04872,0.8042,0.72766,0.76633,0.54116,0.12843,0.46,0.97051,0.0044362,0.0044362,0.0044362
283,15651.9,0.16051,0.60381,1.04654,0.80563,0.72825,0.76683,0.54142,0.12821,0.45901,0.96973,0.0044164,0.0044164,0.0044164
284,15706.7,0.16011,0.59625,1.0468,0.79937,0.72828,0.76573,0.54125,0.12797,0.45836,0.969,0.0043966,0.0043966,0.0043966
285,15760.5,0.16052,0.59974,1.04876,0.80628,0.72773,0.76724,0.54349,0.12774,0.45754,0.9682,0.0043768,0.0043768,0.0043768
286,15814.2,0.15987,0.59826,1.04359,0.80822,0.72618,0.76712,0.54413,0.12753,0.45708,0.96747,0.004357,0.004357,0.004357
287,15870,0.15972,0.59752,1.03758,0.79787,0.72732,0.76541,0.54314,0.12722,0.45613,0.96653,0.0043372,0.0043372,0.0043372
288,15927.3,0.15875,0.59204,1.04395,0.79666,0.72908,0.76796,0.54639,0.12701,0.4555,0.96575,0.0043174,0.0043174,0.0043174
289,15983.9,0.15986,0.59501,1.04335,0.81756,0.71823,0.76814,0.54529,0.12677,0.45473,0.965,0.0042976,0.0042976,0.0042976
290,16037.6,0.15751,0.58777,1.0336,0.80944,0.72166,0.76796,0.54561,0.12656,0.45395,0.96423,0.0042778,0.0042778,0.0042778
291,16092.3,0.15688,0.58447,1.03711,0.80072,0.72454,0.76795,0.5458,0.12631,0.45319,0.9634,0.004258,0.004258,0.004258
292,16148.7,0.15905,0.59379,1.0432,0.80453,0.72524,0.76788,0.54795,0.1261,0.45247,0.9627,0.0042382,0.0042382,0.0042382
293,16202.9,0.1585,0.5914,1.03952,0.81577,0.72053,0.76812,0.54864,0.12586,0.45188,0.96192,0.0042184,0.0042184,0.0042184
294,16256.1,0.15776,0.59389,1.04256,0.81612,0.71834,0.76767,0.54947,0.1256,0.45111,0.96115,0.0041986,0.0041986,0.0041986
295,16309.4,0.15812,0.58743,1.0326,0.81969,0.71563,0.76767,0.54925,0.12538,0.45054,0.96042,0.0041788,0.0041788,0.0041788
296,16365.1,0.15721,0.58913,1.03625,0.82038,0.71683,0.76713,0.5487,0.12516,0.4497,0.95968,0.004159,0.004159,0.004159
297,16420.5,0.1562,0.58355,1.03323,0.81937,0.71934,0.76738,0.5508,0.12491,0.4491,0.95894,0.0041392,0.0041392,0.0041392
298,16476.5,0.15659,0.58581,1.03828,0.82365,0.71687,0.76828,0.5503,0.12465,0.4484,0.95809,0.0041194,0.0041194,0.0041194
299,16529.8,0.1561,0.58139,1.03806,0.82251,0.71574,0.7699,0.55148,0.12444,0.44772,0.95738,0.0040996,0.0040996,0.0040996
300,16586.1,0.15603,0.58152,1.03823,0.80788,0.72124,0.76826,0.55205,0.1242,0.44708,0.95664,0.0040798,0.0040798,0.0040798
301,16642,0.15557,0.58015,1.03091,0.81869,0.71538,0.76944,0.5527,0.12395,0.44634,0.95581,0.00406,0.00406,0.00406
302,16697.5,0.15583,0.58116,1.02623,0.81691,0.71538,0.76963,0.54886,0.12375,0.44585,0.95516,0.0040402,0.0040402,0.0040402
303,16753.6,0.15519,0.57873,1.02642,0.82244,0.71507,0.76962,0.55585,0.12355,0.44511,0.95441,0.0040204,0.0040204,0.0040204
304,16809.7,0.15536,0.58077,1.02402,0.82509,0.71458,0.76974,0.55744,0.1233,0.44441,0.95365,0.0040006,0.0040006,0.0040006
305,16866.5,0.15465,0.57861,1.03064,0.8295,0.71355,0.76993,0.55763,0.12309,0.44377,0.95295,0.0039808,0.0039808,0.0039808
306,16921.7,0.15457,0.57695,1.02604,0.82541,0.71504,0.77013,0.55775,0.12288,0.44327,0.95228,0.003961,0.003961,0.003961
307,16978.2,0.15448,0.576,1.02911,0.80974,0.72534,0.77176,0.55754,0.12267,0.44262,0.95161,0.0039412,0.0039412,0.0039412
308,17034.6,0.15425,0.57672,1.02581,0.8143,0.72543,0.77205,0.55936,0.12248,0.4419,0.95098,0.0039214,0.0039214,0.0039214
309,17092.2,0.15443,0.57884,1.02667,0.8116,0.72474,0.77189,0.56026,0.12227,0.44137,0.95033,0.0039016,0.0039016,0.0039016
310,17149.6,0.15398,0.57401,1.02379,0.81528,0.72397,0.77247,0.56162,0.12205,0.44083,0.9496,0.0038818,0.0038818,0.0038818
311,17206.2,0.15286,0.56848,1.02059,0.81578,0.72407,0.77272,0.56132,0.12185,0.44022,0.94898,0.003862,0.003862,0.003862
312,17261.6,0.15354,0.576,1.02808,0.81671,0.72299,0.77298,0.56235,0.12164,0.43958,0.94834,0.0038422,0.0038422,0.0038422
313,17317.5,0.15275,0.56769,1.01798,0.8169,0.72704,0.77389,0.56305,0.12145,0.43896,0.94773,0.0038224,0.0038224,0.0038224
314,17372.5,0.15195,0.56753,1.02012,0.81601,0.72566,0.77429,0.56507,0.12127,0.4383,0.9471,0.0038026,0.0038026,0.0038026
315,17427.6,0.15303,0.56787,1.02201,0.81591,0.72476,0.77447,0.56428,0.12112,0.43782,0.94657,0.0037828,0.0037828,0.0037828
316,17482.4,0.15223,0.56967,1.02536,0.81681,0.72732,0.7744,0.5631,0.12092,0.43727,0.94593,0.003763,0.003763,0.003763
317,17536.4,0.15117,0.56541,1.01691,0.81674,0.72585,0.77426,0.56345,0.12073,0.43669,0.94535,0.0037432,0.0037432,0.0037432
318,17590,0.15213,0.56575,1.02154,0.81728,0.72829,0.77426,0.56459,0.12055,0.43608,0.94476,0.0037234,0.0037234,0.0037234
319,17644.5,0.15141,0.56256,1.01759,0.81685,0.7284,0.77487,0.56423,0.12035,0.43555,0.9441,0.0037036,0.0037036,0.0037036
320,17698.1,0.15097,0.56385,1.01938,0.82293,0.72845,0.77509,0.56442,0.12017,0.43509,0.94351,0.0036838,0.0036838,0.0036838
321,17753.3,0.15062,0.56285,1.01997,0.81818,0.73055,0.77479,0.56476,0.11998,0.43463,0.943,0.003664,0.003664,0.003664
322,17806.5,0.15194,0.56539,1.02006,0.81599,0.73209,0.77501,0.56893,0.1198,0.43417,0.94241,0.0036442,0.0036442,0.0036442
323,17860.4,0.15142,0.56366,1.01603,0.8221,0.72996,0.77546,0.56926,0.11964,0.43361,0.94187,0.0036244,0.0036244,0.0036244
324,17916.9,0.15003,0.56126,1.0149,0.81521,0.72847,0.77432,0.56537,0.11947,0.43303,0.94133,0.0036046,0.0036046,0.0036046
325,17971,0.15044,0.56032,1.01611,0.80767,0.73254,0.77494,0.56542,0.11927,0.43246,0.94078,0.0035848,0.0035848,0.0035848
326,18025.7,0.15177,0.56858,1.01729,0.80933,0.73328,0.77502,0.56577,0.1191,0.43197,0.94026,0.003565,0.003565,0.003565
327,18080.3,0.15178,0.56395,1.02192,0.81081,0.73389,0.77509,0.5661,0.11894,0.43148,0.93977,0.0035452,0.0035452,0.0035452
328,18135.6,0.15052,0.5633,1.01265,0.81484,0.73232,0.77545,0.56651,0.11876,0.43101,0.93923,0.0035254,0.0035254,0.0035254
329,18190.8,0.14954,0.55593,1.01055,0.80513,0.73341,0.77558,0.57048,0.11858,0.43058,0.93872,0.0035056,0.0035056,0.0035056
330,18246.1,0.14801,0.55145,1.01303,0.81431,0.73091,0.77679,0.57354,0.11841,0.43015,0.9382,0.0034858,0.0034858,0.0034858
331,18308.8,0.14868,0.55762,1.01219,0.81283,0.73139,0.77704,0.5738,0.11824,0.42974,0.93772,0.003466,0.003466,0.003466
332,18365.3,0.1492,0.55502,1.01254,0.81121,0.73258,0.77699,0.57399,0.11809,0.42925,0.93726,0.0034462,0.0034462,0.0034462
333,18422,0.14924,0.55639,1.01591,0.81496,0.73105,0.77721,0.5743,0.11795,0.42876,0.93682,0.0034264,0.0034264,0.0034264
334,18478.4,0.15021,0.55882,1.01109,0.81594,0.73079,0.77627,0.57472,0.11779,0.42847,0.93631,0.0034066,0.0034066,0.0034066
335,18536.9,0.14744,0.55211,1.00509,0.81833,0.73014,0.77761,0.57493,0.11763,0.42791,0.93577,0.0033868,0.0033868,0.0033868
336,18592.3,0.14887,0.55265,1.00897,0.81664,0.73155,0.77674,0.57485,0.11748,0.42756,0.93533,0.003367,0.003367,0.003367
337,18650.1,0.1485,0.55567,1.01004,0.81419,0.73172,0.77651,0.57594,0.11732,0.42719,0.93483,0.0033472,0.0033472,0.0033472
338,18708.1,0.14741,0.54923,1.00236,0.81508,0.73145,0.77648,0.57601,0.11715,0.42673,0.93435,0.0033274,0.0033274,0.0033274
339,18764.8,0.14758,0.54832,1.00379,0.81517,0.73172,0.77837,0.5769,0.11701,0.42637,0.93387,0.0033076,0.0033076,0.0033076
340,18822.8,0.14743,0.54838,1.0032,0.81515,0.73167,0.77825,0.57677,0.11684,0.42607,0.93338,0.0032878,0.0032878,0.0032878
341,18879.4,0.14664,0.54534,1.00413,0.81598,0.73433,0.77776,0.57794,0.11668,0.42567,0.93288,0.003268,0.003268,0.003268
342,18936.1,0.1462,0.54515,1.00307,0.81625,0.73463,0.77991,0.57734,0.11652,0.42527,0.93241,0.0032482,0.0032482,0.0032482
343,18992.7,0.14571,0.54181,1.00065,0.81699,0.73418,0.77984,0.57809,0.11638,0.42467,0.93197,0.0032284,0.0032284,0.0032284
344,19049.7,0.14701,0.54638,1.00325,0.81697,0.73424,0.7799,0.57899,0.11623,0.42433,0.93152,0.0032086,0.0032086,0.0032086
345,19106.5,0.14588,0.54293,1.00057,0.81864,0.73407,0.78035,0.57875,0.11608,0.42386,0.93107,0.0031888,0.0031888,0.0031888
346,19162.3,0.14581,0.54053,0.99918,0.82039,0.73352,0.78033,0.58013,0.11596,0.42348,0.93065,0.003169,0.003169,0.003169
347,19217.1,0.14491,0.54171,0.99856,0.81941,0.73364,0.77967,0.57991,0.11578,0.42305,0.93018,0.0031492,0.0031492,0.0031492
348,19272.8,0.14526,0.53894,0.99728,0.81948,0.7352,0.78106,0.58043,0.11568,0.42273,0.92986,0.0031294,0.0031294,0.0031294
349,19330.5,0.14558,0.54389,1.0023,0.82067,0.73495,0.78181,0.58026,0.11556,0.42229,0.92947,0.0031096,0.0031096,0.0031096
350,19385.3,0.14458,0.53417,0.99279,0.82022,0.73363,0.78134,0.58005,0.11542,0.42186,0.92903,0.0030898,0.0030898,0.0030898
351,19439.6,0.14424,0.53605,0.99438,0.82407,0.73252,0.78184,0.57982,0.11531,0.42155,0.92871,0.00307,0.00307,0.00307
352,19497.2,0.14494,0.53398,0.9987,0.82638,0.73237,0.78124,0.58076,0.11518,0.42121,0.92832,0.0030502,0.0030502,0.0030502
353,19554.6,0.14486,0.53931,1.00092,0.8243,0.73282,0.78108,0.58094,0.11506,0.4207,0.92794,0.0030304,0.0030304,0.0030304
354,19609.4,0.14403,0.53733,0.99871,0.82258,0.73371,0.78117,0.58112,0.11491,0.42028,0.92756,0.0030106,0.0030106,0.0030106
355,19665.6,0.14422,0.53851,0.99992,0.8229,0.73222,0.78214,0.57664,0.11479,0.42001,0.92719,0.0029908,0.0029908,0.0029908
356,19721.4,0.14419,0.53507,0.99537,0.82328,0.73281,0.78112,0.57688,0.11466,0.41974,0.92677,0.002971,0.002971,0.002971
357,19775.5,0.14466,0.53888,0.99685,0.82342,0.73249,0.78233,0.58084,0.11453,0.41943,0.92642,0.0029512,0.0029512,0.0029512
358,19831.8,0.14297,0.53553,0.99664,0.82243,0.73311,0.78151,0.58037,0.11444,0.41932,0.92609,0.0029314,0.0029314,0.0029314
359,19888.2,0.14313,0.53385,0.99268,0.8223,0.73304,0.78157,0.58097,0.11433,0.41919,0.92578,0.0029116,0.0029116,0.0029116
360,19944.5,0.14302,0.53391,0.99565,0.82194,0.73298,0.78261,0.58135,0.11419,0.41879,0.92536,0.0028918,0.0028918,0.0028918
361,19999.9,0.144,0.53541,0.99224,0.82492,0.73173,0.78274,0.58103,0.11408,0.41837,0.925,0.002872,0.002872,0.002872
