epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
362,20057.7,0.1429,0.53271,0.99606,0.82422,0.73216,0.78299,0.58139,0.11393,0.41806,0.92458,0.0028522,0.0028522,0.0028522
363,20114.7,0.143,0.5342,0.98798,0.82338,0.73237,0.78299,0.58243,0.1138,0.41776,0.92418,0.0028324,0.0028324,0.0028324
364,20216.1,0.14269,0.53086,0.99178,0.82703,0.73145,0.78323,0.58186,0.1137,0.41741,0.92386,0.0028126,0.0028126,0.0028126
365,20274.7,0.14183,0.52705,0.98939,0.82852,0.73161,0.78334,0.58282,0.11357,0.41722,0.92346,0.0027928,0.0027928,0.0027928
366,20333.5,0.13886,0.5181,0.98497,0.82822,0.73175,0.78326,0.58343,0.11346,0.41681,0.92308,0.002773,0.002773,0.002773
367,20387.8,0.14187,0.5301,0.98902,0.83252,0.73183,0.78402,0.58301,0.11335,0.41646,0.92277,0.0027532,0.0027532,0.0027532
368,20443.8,0.1421,0.5285,0.98729,0.83214,0.73195,0.78356,0.58219,0.11326,0.41635,0.92252,0.0027334,0.0027334,0.0027334
369,20500.5,0.14082,0.52471,0.98762,0.83223,0.73191,0.78357,0.58322,0.11317,0.41619,0.92222,0.0027136,0.0027136,0.0027136
370,20559.9,0.14099,0.52671,0.98879,0.83183,0.73183,0.78358,0.58366,0.11307,0.4159,0.9219,0.0026938,0.0026938,0.0026938
371,20615.7,0.14215,0.52722,0.98945,0.83069,0.73185,0.78362,0.5841,0.11298,0.41569,0.92161,0.002674,0.002674,0.002674
372,20670.5,0.1418,0.53118,0.98971,0.82865,0.73238,0.78329,0.58267,0.11288,0.41548,0.92129,0.0026542,0.0026542,0.0026542
373,20724.8,0.13889,0.51853,0.97932,0.83034,0.73185,0.78362,0.58299,0.11276,0.41524,0.92092,0.0026344,0.0026344,0.0026344
374,20780.1,0.14031,0.5224,0.98412,0.83126,0.73242,0.78389,0.58387,0.11266,0.41501,0.92061,0.0026146,0.0026146,0.0026146
375,20837.4,0.14021,0.52271,0.98174,0.83125,0.73267,0.78398,0.58478,0.11258,0.41479,0.92034,0.0025948,0.0025948,0.0025948
376,20893.5,0.13954,0.5155,0.98395,0.83096,0.733,0.78393,0.58476,0.11249,0.41457,0.92006,0.002575,0.002575,0.002575
377,20947.5,0.14003,0.51962,0.98327,0.82885,0.73269,0.78379,0.58483,0.11237,0.41425,0.91975,0.0025552,0.0025552,0.0025552
378,21004,0.13999,0.52011,0.98107,0.82863,0.73313,0.78374,0.58522,0.11226,0.41406,0.91936,0.0025354,0.0025354,0.0025354
379,21061.1,0.13979,0.52069,0.9855,0.82888,0.73305,0.78381,0.58543,0.11217,0.41369,0.91908,0.0025156,0.0025156,0.0025156
380,21135.7,0.13942,0.51977,0.98235,0.82889,0.73257,0.78381,0.5857,0.11209,0.41368,0.91884,0.0024958,0.0024958,0.0024958
381,21195.3,0.13701,0.50928,0.97379,0.83144,0.73259,0.78414,0.5859,0.11203,0.41338,0.91862,0.002476,0.002476,0.002476
382,21251.1,0.13874,0.51816,0.97873,0.8316,0.73376,0.78428,0.58564,0.11195,0.41319,0.91836,0.0024562,0.0024562,0.0024562
383,21305.8,0.13728,0.51312,0.97711,0.82929,0.73362,0.78402,0.58553,0.11189,0.41303,0.91814,0.0024364,0.0024364,0.0024364
384,21362,0.13949,0.5228,0.98668,0.82848,0.73422,0.78418,0.58591,0.11177,0.41275,0.91779,0.0024166,0.0024166,0.0024166
385,21418.1,0.13815,0.51976,0.98046,0.82869,0.7337,0.78426,0.58574,0.11168,0.41262,0.91752,0.0023968,0.0023968,0.0023968
386,21472.7,0.13693,0.51073,0.97957,0.82775,0.73483,0.78328,0.58622,0.1116,0.4124,0.91727,0.002377,0.002377,0.002377
387,21528,0.13639,0.50661,0.97715,0.82941,0.73358,0.78433,0.58677,0.11152,0.41233,0.91703,0.0023572,0.0023572,0.0023572
388,21583,0.13702,0.51131,0.97344,0.8287,0.73411,0.78426,0.58678,0.11142,0.41211,0.91673,0.0023374,0.0023374,0.0023374
389,21641.3,0.13671,0.51331,0.97616,0.82805,0.7349,0.78407,0.58807,0.11133,0.41188,0.91645,0.0023176,0.0023176,0.0023176
390,21697.1,0.13758,0.51374,0.97926,0.82816,0.73492,0.78451,0.58833,0.11126,0.41186,0.91621,0.0022978,0.0022978,0.0022978
391,21754.1,0.13812,0.51732,0.97753,0.82831,0.73497,0.78421,0.58837,0.11117,0.41155,0.91591,0.002278,0.002278,0.002278
392,21808.7,0.13686,0.51073,0.97371,0.8287,0.73476,0.78437,0.58785,0.1111,0.41137,0.9157,0.0022582,0.0022582,0.0022582
393,21866.2,0.1363,0.5085,0.9692,0.82848,0.73493,0.78444,0.58686,0.11106,0.41123,0.91553,0.0022384,0.0022384,0.0022384
394,21921.3,0.13716,0.51131,0.97838,0.82871,0.73458,0.7845,0.58709,0.11096,0.41107,0.91525,0.0022186,0.0022186,0.0022186
395,21977.3,0.13421,0.50294,0.97247,0.82886,0.73457,0.78451,0.58676,0.1109,0.41101,0.91502,0.0021988,0.0021988,0.0021988
396,22033.9,0.135,0.50424,0.97354,0.82388,0.73805,0.78365,0.58193,0.11082,0.41083,0.91476,0.002179,0.002179,0.002179
397,22088.5,0.13565,0.50514,0.96948,0.82739,0.73556,0.78449,0.58228,0.11074,0.41061,0.91452,0.0021592,0.0021592,0.0021592
398,22142.6,0.13407,0.50249,0.96752,0.82357,0.73666,0.78457,0.58411,0.11061,0.41027,0.91413,0.0021394,0.0021394,0.0021394
399,22200.5,0.13595,0.51003,0.97655,0.82366,0.7368,0.7846,0.58431,0.11054,0.41012,0.91388,0.0021196,0.0021196,0.0021196
400,22256.7,0.13526,0.50666,0.97342,0.82465,0.73646,0.78457,0.58469,0.11043,0.40984,0.91355,0.0020998,0.0020998,0.0020998
401,22312.9,0.13429,0.50241,0.96772,0.8231,0.73691,0.78462,0.58483,0.11035,0.40975,0.91332,0.00208,0.00208,0.00208
402,22373,0.13723,0.51488,0.97694,0.82184,0.73732,0.78452,0.5846,0.11026,0.40951,0.91304,0.0020602,0.0020602,0.0020602
403,22430.3,0.13378,0.50177,0.96707,0.8259,0.73669,0.78512,0.58497,0.11017,0.40935,0.91279,0.0020404,0.0020404,0.0020404
404,22490,0.13434,0.50008,0.96949,0.82597,0.73675,0.78505,0.58508,0.11009,0.40921,0.9125,0.0020206,0.0020206,0.0020206
405,22547.6,0.13328,0.49912,0.96397,0.83459,0.73298,0.78508,0.58608,0.10999,0.40908,0.91222,0.0020008,0.0020008,0.0020008
406,22601.5,0.13354,0.49907,0.96299,0.82116,0.73612,0.78519,0.58407,0.10991,0.40878,0.91194,0.001981,0.001981,0.001981
407,22656.5,0.13448,0.50244,0.96928,0.82032,0.7373,0.78518,0.58417,0.10983,0.40871,0.91169,0.0019612,0.0019612,0.0019612
408,22712.1,0.13414,0.50178,0.96273,0.79867,0.75127,0.7852,0.58436,0.10975,0.40854,0.91145,0.0019414,0.0019414,0.0019414
409,22772.4,0.13293,0.49886,0.96475,0.79973,0.75138,0.78693,0.58638,0.10969,0.40843,0.91124,0.0019216,0.0019216,0.0019216
410,22828.1,0.13382,0.49783,0.9647,0.79875,0.75147,0.78572,0.58447,0.1096,0.40829,0.91095,0.0019018,0.0019018,0.0019018
411,22888.8,0.13312,0.49999,0.96175,0.79884,0.75151,0.78581,0.5848,0.10951,0.40817,0.91066,0.001882,0.001882,0.001882
412,23066.2,0.13152,0.49282,0.9607,0.80154,0.75088,0.78601,0.58379,0.10945,0.40795,0.9104,0.0018622,0.0018622,0.0018622
413,23127.8,0.13245,0.49308,0.96095,0.80064,0.75136,0.78708,0.58569,0.10939,0.40792,0.91022,0.0018424,0.0018424,0.0018424
414,23186.3,0.13066,0.48991,0.95667,0.8013,0.75115,0.78679,0.58556,0.10929,0.40779,0.90993,0.0018226,0.0018226,0.0018226
415,23245.1,0.13275,0.49617,0.96184,0.80039,0.75142,0.78585,0.58528,0.10925,0.40774,0.90977,0.0018028,0.0018028,0.0018028
416,23304.9,0.13287,0.49787,0.9653,0.79932,0.75163,0.78582,0.58495,0.10919,0.40766,0.90957,0.001783,0.001783,0.001783
417,23370.1,0.13265,0.49526,0.96267,0.79876,0.75208,0.78584,0.58521,0.1091,0.4075,0.9093,0.0017632,0.0017632,0.0017632
418,23428.6,0.13168,0.49447,0.96213,0.80131,0.75156,0.78752,0.58617,0.10903,0.40747,0.90908,0.0017434,0.0017434,0.0017434
419,23486,0.13104,0.49305,0.9604,0.80131,0.75176,0.78587,0.58624,0.10895,0.40725,0.90883,0.0017236,0.0017236,0.0017236
420,23542.8,0.13243,0.49531,0.9611,0.80111,0.75165,0.78727,0.5867,0.10893,0.4072,0.9087,0.0017038,0.0017038,0.0017038
421,23600.4,0.13317,0.50082,0.96657,0.79972,0.75222,0.78619,0.58752,0.10887,0.40704,0.90852,0.001684,0.001684,0.001684
422,23756.4,0.1308,0.49186,0.95486,0.80126,0.75197,0.78706,0.58726,0.10881,0.40691,0.90831,0.0016642,0.0016642,0.0016642
423,23820.5,0.13132,0.48898,0.95817,0.79982,0.75542,0.78739,0.58762,0.10877,0.40688,0.90815,0.0016444,0.0016444,0.0016444
424,23881.3,0.13009,0.48826,0.9572,0.79908,0.75561,0.78721,0.58762,0.10871,0.40674,0.90799,0.0016246,0.0016246,0.0016246
425,23935.9,0.13088,0.49156,0.95893,0.79905,0.75571,0.78719,0.5881,0.10867,0.4066,0.90778,0.0016048,0.0016048,0.0016048
426,23991.4,0.13004,0.48917,0.95541,0.80047,0.75515,0.78746,0.58811,0.10857,0.40643,0.90753,0.001585,0.001585,0.001585
427,24047.9,0.13079,0.4908,0.96095,0.80028,0.75542,0.7876,0.58828,0.10852,0.40642,0.90736,0.0015652,0.0015652,0.0015652
428,24106.2,0.12933,0.48506,0.94851,0.79771,0.75446,0.78731,0.58739,0.10847,0.40635,0.90716,0.0015454,0.0015454,0.0015454
429,24163.3,0.13033,0.48851,0.95874,0.79987,0.75381,0.78726,0.58659,0.1084,0.40621,0.90695,0.0015256,0.0015256,0.0015256
430,24216.9,0.13014,0.48754,0.95587,0.8002,0.75406,0.78749,0.58659,0.10834,0.40607,0.9067,0.0015058,0.0015058,0.0015058
431,24272.5,0.12942,0.48618,0.95391,0.79971,0.75431,0.78783,0.58667,0.10828,0.4059,0.9065,0.001486,0.001486,0.001486
432,24326.8,0.12954,0.48504,0.95384,0.79934,0.75466,0.78762,0.58637,0.10821,0.40573,0.90625,0.0014662,0.0014662,0.0014662
433,24382.1,0.12881,0.48603,0.95226,0.8106,0.75337,0.78849,0.58615,0.10819,0.40566,0.90616,0.0014464,0.0014464,0.0014464
434,24435.3,0.12863,0.48252,0.95378,0.80672,0.75451,0.7887,0.58724,0.10813,0.40559,0.906,0.0014266,0.0014266,0.0014266
435,24490.7,0.12813,0.48085,0.954,0.80823,0.75411,0.78846,0.58747,0.10812,0.40568,0.90592,0.0014068,0.0014068,0.0014068
436,24547.7,0.12807,0.47943,0.94886,0.80802,0.75451,0.78866,0.58742,0.10806,0.40562,0.90574,0.001387,0.001387,0.001387
437,24603,0.12934,0.48732,0.95336,0.79644,0.75746,0.78836,0.58594,0.108,0.40545,0.90555,0.0013672,0.0013672,0.0013672
438,24658.2,0.12746,0.47909,0.94583,0.80797,0.75478,0.78893,0.5867,0.10794,0.40537,0.90535,0.0013474,0.0013474,0.0013474
439,24713.9,0.12826,0.48198,0.95104,0.80779,0.75504,0.78818,0.5873,0.1079,0.40527,0.90521,0.0013276,0.0013276,0.0013276
440,24770,0.12777,0.47812,0.94578,0.80776,0.75527,0.78813,0.58781,0.10786,0.4053,0.90506,0.0013078,0.0013078,0.0013078
441,24825.6,0.12653,0.47495,0.94888,0.80747,0.75535,0.78766,0.58724,0.10781,0.40533,0.9049,0.001288,0.001288,0.001288
442,24882.3,0.12704,0.47404,0.94518,0.79584,0.75791,0.78879,0.58922,0.10777,0.40523,0.90474,0.0012682,0.0012682,0.0012682
443,24937.1,0.12753,0.48122,0.95237,0.80672,0.75585,0.788,0.58936,0.10772,0.4052,0.90458,0.0012484,0.0012484,0.0012484
444,24992.3,0.12635,0.47414,0.94708,0.80491,0.75586,0.78739,0.58849,0.10766,0.40509,0.90439,0.0012286,0.0012286,0.0012286
445,25049,0.12706,0.48078,0.94823,0.80435,0.75756,0.78777,0.58944,0.10761,0.40513,0.90421,0.0012088,0.0012088,0.0012088
446,25104,0.12765,0.4804,0.94952,0.80397,0.75762,0.78759,0.58987,0.10757,0.4051,0.90408,0.001189,0.001189,0.001189
447,25158.1,0.12854,0.48267,0.95113,0.8033,0.75798,0.78685,0.58946,0.10752,0.40504,0.9039,0.0011692,0.0011692,0.0011692
448,25212.2,0.12604,0.47223,0.94323,0.80298,0.75814,0.78803,0.5892,0.10749,0.40495,0.90379,0.0011494,0.0011494,0.0011494
449,25268.5,0.12646,0.477,0.94813,0.79364,0.75944,0.78691,0.58831,0.10747,0.40507,0.9037,0.0011296,0.0011296,0.0011296
450,25324.3,0.12727,0.47741,0.94603,0.8041,0.75774,0.78696,0.58851,0.10744,0.40509,0.90358,0.0011098,0.0011098,0.0011098
451,25379.3,0.12547,0.47149,0.9462,0.80092,0.75907,0.7875,0.58858,0.1074,0.40489,0.90341,0.00109,0.00109,0.00109
452,25434.4,0.12564,0.47605,0.94351,0.80218,0.75823,0.78733,0.58817,0.10736,0.40481,0.90329,0.0010702,0.0010702,0.0010702
453,25491.5,0.1254,0.47424,0.94382,0.80527,0.75917,0.78848,0.58837,0.10731,0.40476,0.90315,0.0010504,0.0010504,0.0010504
454,25546.6,0.12407,0.46909,0.94113,0.80369,0.75954,0.78818,0.58924,0.10731,0.40479,0.90308,0.0010306,0.0010306,0.0010306
455,25605.2,0.12491,0.46961,0.94056,0.80285,0.76034,0.78892,0.58927,0.10726,0.40469,0.90289,0.0010108,0.0010108,0.0010108
456,25662.7,0.12534,0.4725,0.94566,0.8038,0.75997,0.78832,0.58829,0.10722,0.4046,0.90276,0.000991,0.000991,0.000991
457,25721.2,0.12634,0.47535,0.94591,0.79494,0.76085,0.78856,0.58925,0.10716,0.40447,0.90259,0.0009712,0.0009712,0.0009712
458,25782.4,0.12542,0.47423,0.94523,0.804,0.75989,0.78849,0.58908,0.10711,0.4044,0.90242,0.0009514,0.0009514,0.0009514
459,25841.5,0.12398,0.46765,0.93458,0.80129,0.7609,0.78848,0.58965,0.10708,0.4043,0.90229,0.0009316,0.0009316,0.0009316
460,25901.5,0.12326,0.46484,0.93513,0.80258,0.76059,0.78988,0.59054,0.10706,0.40439,0.90216,0.0009118,0.0009118,0.0009118
461,25960.5,0.12461,0.46838,0.9417,0.80228,0.76035,0.78857,0.58986,0.10703,0.40439,0.90205,0.000892,0.000892,0.000892
462,26019.5,0.12445,0.46887,0.94272,0.80368,0.76012,0.78998,0.59152,0.10701,0.40435,0.90192,0.0008722,0.0008722,0.0008722
463,26079.8,0.12469,0.47047,0.94309,0.8035,0.76033,0.78944,0.5904,0.10698,0.4044,0.90181,0.0008524,0.0008524,0.0008524
464,26138,0.12392,0.46981,0.93979,0.80481,0.76011,0.78946,0.58911,0.10696,0.40436,0.9017,0.0008326,0.0008326,0.0008326
465,26195.3,0.12439,0.47013,0.94126,0.80408,0.76046,0.78991,0.59123,0.10691,0.40438,0.9015,0.0008128,0.0008128,0.0008128
466,26254.3,0.12288,0.46369,0.93415,0.80497,0.76021,0.78939,0.59046,0.10687,0.40433,0.90139,0.000793,0.000793,0.000793
467,26313.3,0.12472,0.47068,0.94482,0.80477,0.75916,0.78956,0.59024,0.10683,0.40428,0.90121,0.0007732,0.0007732,0.0007732
468,26371.8,0.12434,0.46831,0.93874,0.80509,0.75906,0.7895,0.59068,0.1068,0.40426,0.90108,0.0007534,0.0007534,0.0007534
469,26430.6,0.124,0.46881,0.93725,0.80594,0.75898,0.78927,0.59068,0.10677,0.40421,0.90098,0.0007336,0.0007336,0.0007336
470,26491.9,0.12221,0.4636,0.93892,0.80641,0.75893,0.78969,0.59087,0.10675,0.4042,0.90088,0.0007138,0.0007138,0.0007138
471,26550.5,0.1224,0.46116,0.93377,0.8065,0.75947,0.78967,0.59006,0.10672,0.40423,0.90078,0.000694,0.000694,0.000694
472,26609.7,0.12314,0.46461,0.93483,0.80804,0.75804,0.78939,0.59232,0.10672,0.4041,0.90068,0.0006742,0.0006742,0.0006742
473,26667.7,0.1233,0.46627,0.93524,0.80819,0.75855,0.7895,0.59232,0.10668,0.40421,0.90057,0.0006544,0.0006544,0.0006544
474,26725.6,0.12267,0.46594,0.93812,0.80818,0.75864,0.78965,0.59216,0.10665,0.40411,0.90044,0.0006346,0.0006346,0.0006346
475,26784,0.12278,0.462,0.93639,0.80813,0.75913,0.78971,0.59241,0.10661,0.40408,0.9003,0.0006148,0.0006148,0.0006148
476,26843.4,0.12172,0.45993,0.93392,0.8083,0.75764,0.78954,0.59126,0.10659,0.40402,0.90022,0.000595,0.000595,0.000595
477,26903,0.12327,0.46796,0.94034,0.80998,0.75753,0.79006,0.59356,0.10656,0.40411,0.90011,0.0005752,0.0005752,0.0005752
478,26961.5,0.12207,0.46029,0.93426,0.81075,0.75752,0.79001,0.5935,0.10657,0.404,0.90006,0.0005554,0.0005554,0.0005554
479,27019.9,0.122,0.46027,0.93259,0.81137,0.75714,0.79021,0.59372,0.10655,0.40405,0.89998,0.0005356,0.0005356,0.0005356
480,27077.7,0.12129,0.45748,0.92962,0.81148,0.75678,0.79015,0.5937,0.10653,0.40406,0.8999,0.0005158,0.0005158,0.0005158
481,27136.5,0.12136,0.4599,0.93551,0.81228,0.75663,0.79019,0.5943,0.10651,0.40402,0.89979,0.000496,0.000496,0.000496
482,27196.6,0.12178,0.46262,0.93293,0.81244,0.75651,0.79012,0.59409,0.10649,0.40396,0.8997,0.0004762,0.0004762,0.0004762
483,27254.5,0.12136,0.45971,0.93079,0.81283,0.75628,0.79009,0.59361,0.10647,0.4039,0.89962,0.0004564,0.0004564,0.0004564
484,27313.3,0.121,0.45935,0.93106,0.81369,0.75566,0.79034,0.59353,0.10646,0.4039,0.89954,0.0004366,0.0004366,0.0004366
485,27371.3,0.1219,0.46019,0.93766,0.81349,0.75571,0.79037,0.59418,0.10645,0.404,0.89944,0.0004168,0.0004168,0.0004168
486,27429.5,0.11974,0.45376,0.93036,0.80854,0.75903,0.79039,0.59404,0.10642,0.40393,0.89933,0.000397,0.000397,0.000397
487,27487,0.12199,0.46576,0.93336,0.80822,0.75883,0.79009,0.59439,0.1064,0.404,0.89924,0.0003772,0.0003772,0.0003772
488,27552.7,0.11924,0.45212,0.92638,0.80799,0.75901,0.79042,0.59433,0.10639,0.40403,0.89914,0.0003574,0.0003574,0.0003574
489,27613.8,0.12102,0.46207,0.93531,0.80768,0.75903,0.79049,0.59311,0.10638,0.40394,0.89909,0.0003376,0.0003376,0.0003376
490,27677.1,0.12029,0.45545,0.9326,0.8073,0.7592,0.79047,0.5933,0.10636,0.40399,0.899,0.0003178,0.0003178,0.0003178
491,27737,0.11131,0.41491,0.92345,0.8075,0.75896,0.7905,0.59367,0.10634,0.40393,0.89892,0.000298,0.000298,0.000298
492,27794.6,0.11002,0.41226,0.92318,0.80787,0.75907,0.79116,0.59307,0.10632,0.40402,0.89885,0.0002782,0.0002782,0.0002782
493,27851.7,0.10846,0.40711,0.91591,0.80921,0.75925,0.79035,0.59369,0.10631,0.40403,0.89878,0.0002584,0.0002584,0.0002584
494,27908.5,0.10854,0.40646,0.91701,0.80867,0.7587,0.79069,0.59342,0.10631,0.40413,0.89871,0.0002386,0.0002386,0.0002386
495,27965.2,0.10866,0.40769,0.91739,0.80841,0.75883,0.79055,0.59257,0.10628,0.40421,0.89863,0.0002188,0.0002188,0.0002188
496,28021.1,0.10773,0.40602,0.91692,0.80951,0.75827,0.7904,0.59249,0.1063,0.40412,0.89862,0.000199,0.000199,0.000199
497,28077.8,0.10652,0.4014,0.91031,0.80901,0.75846,0.79032,0.5923,0.1063,0.40431,0.89857,0.0001792,0.0001792,0.0001792
498,28133.1,0.10719,0.40381,0.91233,0.80943,0.75802,0.79044,0.59284,0.10627,0.4043,0.89847,0.0001594,0.0001594,0.0001594
499,28187.2,0.10685,0.40258,0.91113,0.8106,0.75797,0.79057,0.59285,0.10626,0.40428,0.89841,0.0001396,0.0001396,0.0001396
500,28240,0.1065,0.40233,0.91166,0.81049,0.75771,0.7906,0.59246,0.10627,0.40446,0.89839,0.0001198,0.0001198,0.0001198
